subject,cond,question,question_ind,all_values,question_order,comp_check,comp_check_pass,comp_check_rt,comp_check2,comp_check_pass2,choice,scratch,rt,stamp,id
333a0ba3354150e83099fa3181f27f95,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""September"":0,""February"":1,""May"":0,""October"":0,""April"":0,""November"":0,""June"":0,""January"":1,""March"":1,""July"":0,""August"":0}",NA,6429,6/12/20 15:58,39183
6e1670ac0c6befec21ddd5e2eb00dbbd,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,July,NA,16000,6/12/20 15:58,39185
3ed255bdb9bfc5287a1a93b3276ab28e,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""March"":0,""July"":0,""May"":1,""April"":1,""February"":0,""December"":1,""September"":0,""June"":0,""November"":0,""October"":0,""January"":0}",NA,1989,6/12/20 15:58,39187
7f1b67866db984743e0fff1b8c4a5d7a,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,march,NA,16000,6/12/20 15:58,39188
57b145af6bbb16e393e2ffad4d93d6ba,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,november,NA,16000,6/12/20 15:58,39191
2899f4e3f8d0fa87a0836221ab87b6f7,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""January"":0,""June"":0,""July"":0,""August"":0,""November"":0,""October"":0,""March"":0,""May"":0,""September"":0,""February"":1,""April"":0}",NA,3317,6/12/20 15:58,39192
ed8251c022b56aaf3fa1256031b1bb4b,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""May"":1,""February"":1,""October"":0,""July"":0,""April"":1,""March"":1,""November"":0,""December"":1,""January"":1,""June"":0,""August"":0}",NA,25337,6/12/20 15:58,39193
417b686a4e5a6dbd2540caa2565a3606,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,november,NA,16000,6/12/20 15:58,39194
10e6a95289e6c6944fef620bd79cbb19,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,April,NA,16000,6/12/20 15:59,39197
94a03a1971a6b430bf5e93bfa3b9a7f7,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""December"":1,""October"":0,""August"":1,""April"":0,""May"":1,""February"":0,""March"":0,""January"":0,""November"":0,""June"":0,""September"":0}",NA,5231,6/12/20 15:59,39198
973bbd6abac754e7a7441867658b988e,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""January"":0,""April"":0,""February"":0,""July"":0,""August"":0,""May"":0,""December"":0,""October"":0,""September"":0,""June"":0,""November"":0}",NA,5612,6/12/20 15:59,39199
6e1670ac0c6befec21ddd5e2eb00dbbd,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""June"":1,""April"":0,""November"":0,""January"":0,""December"":0,""March"":0,""September"":0,""February"":0,""October"":0,""July"":1,""May"":0}",NA,3013,6/12/20 15:59,39200
aa9ef3ed72331457b7539a8a736c22b0,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":1,""January"":0,""July"":0,""May"":0,""October"":0,""August"":0,""March"":0,""February"":0,""December"":0,""September"":1,""June"":0,""November"":0}",NA,26764,6/12/20 15:59,39201
72c35ad25dd70076cdf507919661f8ca,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,February,NA,16000,6/12/20 15:59,39203
7e8522c1fab860e5137a36ddb5aaafed,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""January"":0,""December"":0,""July"":0,""October"":0,""August"":0,""May"":1,""February"":0,""April"":1,""March"":1,""September"":0,""November"":0}",NA,18173,6/12/20 15:59,39205
99843792dd7181f222e487313b85d336,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":1,""May"":0,""January"":1,""October"":0,""December"":0,""April"":1,""September"":0,""February"":0,""November"":0,""March"":0,""August"":0,""July"":1}",NA,28362,6/12/20 15:59,39208
57b145af6bbb16e393e2ffad4d93d6ba,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""July"":1,""May"":0,""October"":0,""June"":0,""August"":1,""January"":0,""September"":0,""November"":1,""March"":0,""February"":0,""April"":0}",NA,8392,6/12/20 15:59,39209
0f314c9d966a6bc3a70c9ffaa9d4dc93,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"April
April",NA,16000,6/12/20 16:00,39213
7f1b67866db984743e0fff1b8c4a5d7a,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""January"":1,""May"":1,""November"":1,""September"":1,""October"":1,""August"":1,""July"":1,""June"":1,""December"":1,""April"":1,""February"":1}",NA,22394,6/12/20 16:00,39214
cd9e682d2f36e95534e5ff525599d544,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"September
Sptember",NA,16000,6/12/20 16:00,39215
a7c656e72055f2960c3231763aece54d,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":1,""June"":1,""March"":1,""July"":1,""December"":1,""April"":1,""October"":1,""September"":1,""August"":1,""January"":1,""February"":1,""November"":1}",NA,7388,6/12/20 16:00,39217
96a77a3d32ed2f148aec130e2b0729e1,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"September
",NA,16000,6/12/20 16:00,39219
72c35ad25dd70076cdf507919661f8ca,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""December"":0,""August"":0,""June"":0,""November"":0,""April"":0,""March"":1,""May"":0,""January"":0,""February"":1,""October"":1,""September"":0}",NA,1720,6/12/20 16:00,39220
e6eec74daa27eeaa16b17d96002afd4f,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"December
December",NA,16000,6/12/20 16:00,39221
b73ca00508f3ce1793b4ed916c54be1e,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""October"":1,""September"":0,""April"":0,""February"":0,""January"":0,""March"":0,""December"":1,""November"":0,""August"":1,""July"":1,""June"":1}",NA,40484,6/12/20 16:00,39222
3085b5865c279a3ba9fc416dbc670c61,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,june,NA,16000,6/12/20 16:00,39225
417b686a4e5a6dbd2540caa2565a3606,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""August"":0,""July"":0,""May"":0,""November"":1,""January"":1,""February"":0,""June"":0,""December"":0,""April"":1,""October"":0,""March"":0}",NA,25691,6/12/20 16:00,39227
889856f2a87e38bf24b50a77ed31a6c5,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,March,NA,16000,6/12/20 16:00,39228
054c80373e53b605a752216af16b2c3e,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,september,NA,16000,6/12/20 16:00,39229
10e6a95289e6c6944fef620bd79cbb19,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""October"":0,""November"":0,""April"":1,""March"":0,""June"":0,""August"":1,""February"":0,""January"":0,""May"":0,""December"":0,""September"":0}",NA,39916,6/12/20 16:01,39230
12a98d3d695c4fea95bba1a5dc8a59d3,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,March,NA,16000,6/12/20 16:01,39232
98f1e3a47450e2410933c3ea976cab3d,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,November,NA,16000,6/12/20 16:01,39234
0f314c9d966a6bc3a70c9ffaa9d4dc93,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":1,""March"":0,""December"":1,""July"":1,""January"":0,""May"":0,""February"":0,""October"":1,""November"":0,""June"":1,""September"":0,""August"":1}",NA,25917,6/12/20 16:01,39235
3085b5865c279a3ba9fc416dbc670c61,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""August"":1,""December"":0,""April"":0,""May"":1,""November"":0,""September"":0,""October"":1,""March"":1,""June"":1,""July"":1,""January"":0}",NA,3020,6/12/20 16:01,39237
9c86a572df0d42f20686fa0ebf834592,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,march,NA,16000,6/12/20 16:01,39239
6fe77c41aa107e4d6bc35d7d2dd8c218,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"March
March",NA,16000,6/12/20 16:02,39240
96a77a3d32ed2f148aec130e2b0729e1,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""December"":0,""April"":0,""August"":0,""July"":0,""March"":0,""October"":0,""September"":1,""February"":0,""June"":0,""January"":0,""May"":1}",NA,7426,6/12/20 16:02,39246
97907fff23d20b48c291e1774381dbf3,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,march,NA,16000,6/12/20 16:02,39248
84d86fadb7893b2d3bc98c40627ce899,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"March
March",NA,16000,6/12/20 16:02,39249
054c80373e53b605a752216af16b2c3e,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""November"":1,""December"":0,""January"":1,""September"":1,""April"":0,""February"":0,""May"":0,""March"":1,""July"":0,""June"":0,""August"":0}",NA,9820,6/12/20 16:02,39250
ca775ea7f16aa1ef4154bc2fb3ed5fce,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,March,NA,16000,6/12/20 16:02,39251
cd9e682d2f36e95534e5ff525599d544,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":0,""May"":0,""June"":0,""October"":0,""September"":1,""August"":0,""December"":0,""March"":0,""July"":0,""November"":0,""February"":0,""January"":1}",NA,53981,6/12/20 16:02,39253
9c86a572df0d42f20686fa0ebf834592,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""November"":0,""March"":0,""July"":0,""April"":0,""September"":0,""May"":0,""June"":0,""February"":1,""December"":0,""August"":0,""October"":0}",NA,1530,6/12/20 16:02,39256
98f1e3a47450e2410933c3ea976cab3d,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""July"":0,""January"":0,""November"":1,""May"":0,""February"":0,""October"":0,""December"":0,""June"":0,""March"":1,""September"":1,""April"":0}",NA,5834,6/12/20 16:02,39257
e6eec74daa27eeaa16b17d96002afd4f,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""August"":0,""July"":0,""October"":1,""May"":0,""January"":0,""March"":0,""February"":0,""September"":1,""November"":1,""April"":0,""December"":1}",NA,82583,6/12/20 16:03,39259
01c4b432553998beaa2ee106e9fbfbe5,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,November,NA,16000,6/12/20 16:03,39261
bb3060f46c503574fe3ff75e86f9ab31,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,October,NA,16000,6/12/20 16:03,39262
889856f2a87e38bf24b50a77ed31a6c5,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":1,""July"":1,""January"":1,""September"":0,""December"":0,""February"":0,""November"":0,""March"":1,""May"":1,""April"":0,""October"":0,""August"":0}",NA,54685,6/12/20 16:03,39268
12a98d3d695c4fea95bba1a5dc8a59d3,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""December"":0,""November"":0,""July"":1,""January"":0,""May"":0,""February"":0,""October"":0,""April"":0,""June"":0,""August"":0,""September"":0}",NA,4165,6/12/20 16:04,39270
ca775ea7f16aa1ef4154bc2fb3ed5fce,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""December"":1,""March"":1,""April"":0,""July"":0,""May"":0,""June"":0,""September"":0,""August"":0,""October"":0,""February"":0,""January"":0}",NA,10270,6/12/20 16:04,39272
6fe77c41aa107e4d6bc35d7d2dd8c218,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":1,""April"":0,""December"":1,""September"":0,""May"":0,""August"":0,""November"":1,""October"":1,""March"":1,""June"":0,""July"":0,""January"":0}",NA,31001,6/12/20 16:04,39273
1145c54bbfcf7978e5868ad26bdfbf58,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,May,NA,16000,6/12/20 16:04,39274
13811ac888b17f91ca6029b22f1e3f93,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,february,NA,16000,6/12/20 16:04,39276
7f85b56b29a351bfd289ee9f7612fbe4,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,September,NA,16000,6/12/20 16:04,39278
01c4b432553998beaa2ee106e9fbfbe5,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""November"":1,""July"":0,""September"":0,""January"":0,""December"":0,""February"":0,""April"":0,""October"":0,""August"":0,""May"":1,""June"":0}",NA,2483,6/12/20 16:04,39279
bb3060f46c503574fe3ff75e86f9ab31,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""June"":0,""September"":0,""October"":1,""December"":0,""February"":0,""July"":1,""March"":0,""August"":0,""April"":0,""May"":0,""November"":1}",NA,3901,6/12/20 16:04,39281
84d86fadb7893b2d3bc98c40627ce899,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""July"":1,""October"":0,""January"":0,""December"":1,""November"":0,""February"":1,""September"":1,""August"":1,""May"":1,""April"":0,""June"":1}",NA,16341,6/12/20 16:04,39282
55d382884248290f74aaebcbd58ce5d3,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,octomber,NA,16000,6/12/20 16:04,39286
7e7ba7e30c1eb0cd02a53bfec08f94f2,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,august ,NA,16000,6/12/20 16:05,39289
b0dab2814cc5367302ed4b6515e95406,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"august
august
",NA,16000,6/12/20 16:05,39293
97907fff23d20b48c291e1774381dbf3,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""December"":1,""August"":0,""November"":1,""July"":0,""February"":0,""April"":1,""May"":0,""January"":0,""June"":1,""October"":1,""September"":0}",NA,7585,6/12/20 16:05,39296
7f85b56b29a351bfd289ee9f7612fbe4,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""November"":0,""July"":0,""January"":0,""June"":0,""April"":0,""September"":1,""February"":0,""December"":0,""March"":0,""October"":0,""August"":0}",NA,5467,6/12/20 16:05,39298
1145c54bbfcf7978e5868ad26bdfbf58,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""November"":0,""April"":0,""December"":0,""February"":0,""September"":0,""August"":1,""July"":0,""January"":0,""March"":1,""June"":0,""May"":1}",NA,11339,6/12/20 16:05,39300
13811ac888b17f91ca6029b22f1e3f93,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""December"":0,""May"":0,""January"":0,""February"":1,""July"":0,""March"":1,""April"":0,""August"":0,""November"":1,""September"":0,""June"":0}",NA,6203,6/12/20 16:05,39301
2142fa21cd81c34a901b93b7aac463ce,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,September,NA,16000,6/12/20 16:05,39302
55d382884248290f74aaebcbd58ce5d3,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""March"":0,""January"":0,""December"":0,""September"":0,""February"":0,""November"":0,""June"":0,""July"":0,""April"":0,""May"":0,""October"":1}",NA,8081,6/12/20 16:06,39308
b4b32fa66e532ef6e45b36272051a7e8,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,December,NA,16000,6/12/20 16:06,39311
6831e7750688e865359905b6c092c286,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,May,NA,16000,6/12/20 16:06,39312
b0dab2814cc5367302ed4b6515e95406,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":1,""November"":1,""June"":0,""August"":1,""May"":0,""April"":1,""October"":0,""December"":0,""January"":0,""March"":0,""February"":0,""July"":1}",NA,5750,6/12/20 16:06,39314
7e7ba7e30c1eb0cd02a53bfec08f94f2,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""August"":1,""October"":0,""September"":0,""December"":0,""May"":1,""July"":0,""January"":0,""February"":0,""November"":0,""June"":0,""April"":1}",NA,4134,6/12/20 16:07,39317
2f3ef837f1367bff212cccb19868158d,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,july,NA,16000,6/12/20 16:07,39318
2142fa21cd81c34a901b93b7aac463ce,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""April"":1,""February"":0,""October"":1,""January"":0,""July"":0,""December"":0,""September"":1,""August"":0,""June"":1,""May"":0,""November"":0}",NA,19147,6/12/20 16:07,39319
6831e7750688e865359905b6c092c286,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""April"":1,""July"":0,""June"":1,""October"":0,""August"":0,""May"":1,""February"":1,""November"":0,""January"":0,""September"":0,""December"":1}",NA,3546,6/12/20 16:07,39320
b2988558ba25584301036bf89bfa8bda,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,June,NA,16000,6/12/20 16:08,39322
c212e07b56c173fa05a4985fd9f31bd9,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,December,NA,16000,6/12/20 16:08,39324
2f3ef837f1367bff212cccb19868158d,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":1,""April"":1,""December"":1,""November"":1,""August"":0,""February"":1,""June"":0,""January"":0,""September"":0,""May"":0,""October"":1,""March"":1}",NA,6753,6/12/20 16:08,39326
b4b32fa66e532ef6e45b36272051a7e8,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""December"":1,""January"":1,""August"":1,""October"":1,""July"":1,""June"":1,""April"":1,""February"":1,""May"":1,""September"":1,""March"":1}",NA,21181,6/12/20 16:08,39327
0ef0d50198cbe2eb190c50089c5ab641,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,October,NA,16000,6/12/20 16:08,39330
7f900e2c1cfd3c5c341eb473ba89ffb0,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"14 seconds left to enter your responsnth here:May
",NA,16000,6/12/20 16:09,39332
e43e77d5938f71119a85c82bd10c7055,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,decemb,NA,16000,6/12/20 16:09,39333
049f3f36e4799746418c5b5731de5e67,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,February,NA,16000,6/12/20 16:09,39334
b2988558ba25584301036bf89bfa8bda,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""July"":0,""October"":0,""January"":1,""August"":0,""November"":0,""February"":0,""April"":1,""May"":1,""December"":0,""September"":0,""June"":1}",NA,8095,6/12/20 16:09,39335
7ed6cdf9b83326b27027288719290d13,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,january,NA,16000,6/12/20 16:09,39337
c212e07b56c173fa05a4985fd9f31bd9,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""December"":1,""November"":0,""March"":0,""July"":0,""June"":1,""August"":0,""April"":0,""September"":0,""October"":0,""February"":0,""January"":0}",NA,11567,6/12/20 16:09,39340
7ed6cdf9b83326b27027288719290d13,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""February"":0,""August"":0,""September"":0,""December"":0,""July"":0,""May"":0,""April"":0,""November"":0,""June"":0,""October"":1,""January"":1}",NA,1791,6/12/20 16:10,39341
0ef0d50198cbe2eb190c50089c5ab641,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""June"":0,""April"":0,""November"":0,""May"":0,""September"":0,""February"":1,""August"":0,""July"":0,""January"":0,""December"":0,""March"":0}",NA,37614,6/12/20 16:10,39343
d2a27c513ab6d21a3d261f11dc65811b,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"July
July
July",NA,16000,6/12/20 16:10,39344
7f900e2c1cfd3c5c341eb473ba89ffb0,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""March"":1,""February"":1,""July"":0,""August"":0,""November"":1,""October"":0,""December"":1,""September"":0,""May"":1,""April"":1,""January"":1}",NA,20888,6/12/20 16:11,39347
d9cc21ce0250792dc1b18d7424f94c95,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"July
",NA,16000,6/12/20 16:11,39349
3d290faabc561733a4bd4d80c6fdb9c7,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,1,NA,16000,6/12/20 16:11,39350
049f3f36e4799746418c5b5731de5e67,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":1,""June"":0,""August"":0,""October"":0,""November"":0,""April"":0,""September"":0,""February"":1,""March"":0,""December"":0,""January"":0,""May"":0}",NA,47317,6/12/20 16:11,39351
e43e77d5938f71119a85c82bd10c7055,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":0,""September"":1,""January"":0,""June"":0,""August"":1,""July"":0,""May"":1,""December"":1,""February"":0,""March"":0,""October"":0,""November"":0}",NA,17131,6/12/20 16:11,39352
d2a27c513ab6d21a3d261f11dc65811b,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""May"":0,""September"":0,""March"":0,""December"":0,""April"":0,""July"":1,""August"":0,""June"":0,""October"":0,""January"":0,""November"":0}",NA,4141,6/12/20 16:12,39358
3d290faabc561733a4bd4d80c6fdb9c7,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""December"":1,""April"":1,""June"":1,""January"":1,""July"":1,""May"":1,""August"":1,""March"":1,""February"":1,""September"":1,""October"":1}",NA,5773,6/12/20 16:12,39360
bdbdf7e2a1cc38889addc16850ffba68,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,July,NA,16000,6/12/20 16:12,39361
614230ab2fd2447cbe50ca578b2d46e5,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,June,NA,16000,6/12/20 16:12,39362
11bbcddbcb16a7d754d5e20bfa336ce1,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,December,NA,16000,6/12/20 16:12,39363
d9cc21ce0250792dc1b18d7424f94c95,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""February"":0,""April"":0,""June"":0,""July"":1,""October"":0,""November"":0,""May"":0,""March"":0,""August"":0,""January"":0,""December"":0}",NA,8694,6/12/20 16:12,39365
481a401a216da9aef1b5112d6a369ad3,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,February,NA,16000,6/12/20 16:12,39366
3ba47815ade531c6d57b01aa760e89bf,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,DECEMBER,NA,16000,6/12/20 16:13,39370
ce2de6204362019a49645c50dec1510e,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,november,NA,16000,6/12/20 16:13,39371
c8e75940777130e72b84d39f6fa89f40,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,JUNE,NA,16000,6/12/20 16:13,39372
33e075a7cf24d93fa593af3cb20f9334,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,October\,NA,16000,6/12/20 16:13,39374
77ab999913bd3c3c91b5a668d00bbe34,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,November,NA,16000,6/12/20 16:13,39375
614230ab2fd2447cbe50ca578b2d46e5,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""November"":1,""July"":0,""December"":0,""January"":0,""April"":1,""February"":0,""May"":0,""June"":1,""October"":0,""March"":1,""September"":0}",NA,16984,6/12/20 16:13,39376
481a401a216da9aef1b5112d6a369ad3,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":1,""January"":1,""October"":1,""May"":0,""June"":0,""February"":1,""December"":1,""March"":0,""August"":0,""November"":0,""April"":0,""September"":0}",NA,10030,6/12/20 16:13,39378
bdbdf7e2a1cc38889addc16850ffba68,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""March"":1,""April"":1,""September"":1,""May"":1,""August"":1,""June"":0,""July"":1,""November"":1,""February"":1,""October"":1,""January"":1}",NA,10391,6/12/20 16:14,39381
11bbcddbcb16a7d754d5e20bfa336ce1,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""April"":0,""February"":0,""December"":1,""October"":0,""May"":0,""November"":0,""January"":1,""March"":0,""June"":0,""July"":0,""August"":0}",NA,25815,6/12/20 16:14,39384
f7216ff2d6c6128e0af7814e9b5e54ba,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,NULL,NULL,NULL,NA,0,"December
december
de",NA,16000,6/12/20 16:14,39385
c8e75940777130e72b84d39f6fa89f40,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":1,""December"":0,""January"":0,""October"":0,""June"":1,""April"":0,""May"":0,""February"":1,""March"":0,""September"":0,""August"":0,""November"":0}",NA,6498,6/12/20 16:14,39388
33e075a7cf24d93fa593af3cb20f9334,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""November"":0,""May"":0,""October"":1,""February"":0,""July"":0,""January"":0,""September"":0,""March"":0,""June"":1,""April"":0,""August"":0}",NA,7528,6/12/20 16:15,39391
3ba47815ade531c6d57b01aa760e89bf,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""July"":0,""April"":0,""November"":0,""August"":0,""February"":0,""March"":0,""January"":1,""May"":0,""October"":0,""December"":1,""September"":1}",NA,16092,6/12/20 16:15,39392
